customer_id,senior_citizen,tenure_months,contract,internet_service,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C05049,1,35,Two year,Fiber optic,Yes,Yes,Bank transfer,102.25,3578.75,0
C05050,0,18,Month-to-month,Fiber optic,Yes,Yes,Credit card,72.14,1298.52,0
C05051,0,37,Month-to-month,DSL,Yes,Yes,Credit card,49.5,1831.5,0
C05052,0,68,One year,DSL,No,Yes,Bank transfer,46.05,3131.4,0
C05053,1,14,Month-to-month,Fiber optic,Yes,Yes,Electronic check,82.59,1156.26,0
C05054,1,61,Two year,No,No,Yes,Credit card,15.25,930.25,0
C05055,0,6,Month-to-month,Fiber optic,No,No,Bank transfer,48.93,293.58,0
C05056,0,52,Month-to-month,Fiber optic,No,No,Credit card,76.99,4003.48,0
C05057,0,5,Month-to-month,No,No,Yes,Credit card,27.79,138.95,0
C05058,0,4,One year,Fiber optic,No,Yes,Credit card,88.39,353.56,0
C05059,1,2,Month-to-month,Fiber optic,Yes,No,Bank transfer,77.16,154.32,1
C05060,0,58,Month-to-month,DSL,No,No,Bank transfer,68.72,3985.76,0
C05061,1,41,Month-to-month,Fiber optic,No,No,Electronic check,94.43,3871.63,1
C05062,0,50,Month-to-month,Fiber optic,Yes,Yes,Electronic check,80.16,4008.0,0
C05063,0,11,Month-to-month,No,Yes,Yes,Bank transfer,21.18,232.98,0
C05064,0,67,Two year,DSL,No,Yes,Credit card,65.46,4385.82,0
C05065,0,59,Month-to-month,Fiber optic,Yes,Yes,Credit card,78.29,4619.11,0
C05066,0,35,One year,DSL,Yes,Yes,Credit card,60.36,2112.6,0
C05067,0,65,Month-to-month,No,No,No,Electronic check,17.88,1162.2,0
C05068,0,10,Month-to-month,DSL,No,Yes,Mailed check,65.65,656.5,1
C05069,0,21,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,104.82,2201.22,0
C05070,0,3,Month-to-month,Fiber optic,No,No,Bank transfer,100.75,302.25,1
C05071,0,12,Month-to-month,DSL,No,No,Mailed check,63.6,763.2,0
C05072,0,61,Month-to-month,Fiber optic,Yes,Yes,Credit card,123.21,7515.81,0
C05073,0,29,Month-to-month,DSL,No,Yes,Electronic check,58.31,1690.99,1
C05074,0,47,Two year,Fiber optic,No,Yes,Credit card,88.62,4165.14,0
C05075,0,64,Month-to-month,No,No,Yes,Mailed check,15.0,960.0,0
C05076,1,55,Month-to-month,Fiber optic,No,No,Bank transfer,68.05,3742.75,1
C05077,1,29,Month-to-month,No,No,Yes,Mailed check,18.88,547.52,1
C05078,0,25,Month-to-month,DSL,Yes,Yes,Mailed check,57.74,1443.5,0
C05079,0,7,One year,Fiber optic,No,Yes,Bank transfer,98.79,691.53,0
C05080,0,60,Month-to-month,No,Yes,No,Bank transfer,25.48,1528.8,0
C05081,0,71,One year,No,No,No,Bank transfer,16.31,1158.01,0
C05082,0,36,Month-to-month,DSL,Yes,No,Electronic check,52.71,1897.56,0
C05083,0,36,Month-to-month,Fiber optic,Yes,Yes,Electronic check,79.88,2875.68,0
C05084,1,61,Two year,No,Yes,No,Mailed check,26.15,1595.15,0
C05085,0,24,Month-to-month,Fiber optic,No,Yes,Electronic check,83.25,1998.0,0
C05086,0,29,One year,Fiber optic,No,Yes,Bank transfer,97.04,2814.16,0
C05087,1,65,Month-to-month,DSL,Yes,Yes,Bank transfer,61.27,3982.55,0
C05088,0,27,Two year,DSL,No,Yes,Electronic check,69.06,1864.62,0
C05089,0,67,Month-to-month,Fiber optic,No,Yes,Electronic check,80.53,5395.51,0
C05090,0,11,Month-to-month,Fiber optic,No,No,Credit card,103.23,1135.53,1
C05091,0,36,One year,DSL,Yes,Yes,Bank transfer,54.36,1956.96,0
C05092,0,35,Month-to-month,DSL,Yes,Yes,Credit card,56.75,1986.25,0
C05093,0,22,Month-to-month,Fiber optic,No,Yes,Bank transfer,76.44,1681.68,1
C05094,0,70,Two year,Fiber optic,No,Yes,Mailed check,88.26,6178.2,0
C05095,0,35,One year,Fiber optic,No,Yes,Mailed check,78.5,2747.5,1
C05096,0,64,One year,Fiber optic,Yes,Yes,Credit card,116.12,7431.68,0
C05097,0,16,One year,DSL,No,No,Credit card,46.85,749.6,0
C05098,0,25,Two year,No,No,Yes,Mailed check,31.25,781.25,0
C05099,1,34,Two year,Fiber optic,No,No,Mailed check,78.7,2675.8,0
C05100,0,41,One year,DSL,Yes,No,Mailed check,39.14,1604.74,0
C05101,0,16,Month-to-month,Fiber optic,Yes,Yes,Credit card,86.77,1388.32,0
C05102,0,22,Month-to-month,Fiber optic,Yes,No,Electronic check,97.55,2146.1,0
C05103,0,45,One year,Fiber optic,No,No,Electronic check,66.7,3001.5,0
C05104,0,20,Two year,Fiber optic,No,Yes,Credit card,90.23,1804.6,0
C05105,0,55,Month-to-month,Fiber optic,No,No,Credit card,68.96,3792.8,0
C05106,0,34,Month-to-month,Fiber optic,Yes,Yes,Mailed check,88.86,3021.24,1
C05107,0,70,Month-to-month,DSL,Yes,Yes,Bank transfer,51.48,3603.6,1
C05108,1,17,Month-to-month,DSL,No,Yes,Mailed check,55.58,944.86,0
C05109,0,61,Two year,DSL,Yes,No,Credit card,37.48,2286.28,0
C05110,0,35,Month-to-month,Fiber optic,No,No,Electronic check,93.21,3262.35,1
C05111,0,6,One year,Fiber optic,No,Yes,Bank transfer,66.49,398.94,0
C05112,0,51,One year,Fiber optic,Yes,Yes,Bank transfer,56.52,2882.52,0
C05113,1,15,Two year,DSL,No,Yes,Credit card,58.14,872.1,0
C05114,0,10,Month-to-month,Fiber optic,No,No,Bank transfer,108.72,1087.2,1
C05115,0,38,Two year,DSL,No,Yes,Mailed check,53.53,2034.14,0
C05116,0,57,One year,Fiber optic,Yes,Yes,Mailed check,116.46,6638.22,1
C05117,1,18,One year,Fiber optic,Yes,No,Bank transfer,84.9,1528.2,0
C05118,0,45,Month-to-month,DSL,No,No,Credit card,52.87,2379.15,0
C05119,0,1,Month-to-month,Fiber optic,Yes,Yes,Electronic check,61.59,61.59,1
C05120,0,13,One year,Fiber optic,Yes,No,Bank transfer,96.55,1255.15,0
C05121,0,55,Month-to-month,Fiber optic,No,No,Bank transfer,86.94,4781.7,0
C05122,0,0,Month-to-month,DSL,No,Yes,Electronic check,65.03,65.03,1
C05123,0,26,One year,No,No,Yes,Mailed check,31.97,831.22,0
C05124,0,37,One year,No,No,Yes,Bank transfer,22.27,823.99,0
C05125,0,4,Month-to-month,No,Yes,No,Credit card,22.71,90.84,0
C05126,0,71,Month-to-month,DSL,Yes,No,Credit card,66.12,4694.52,0
C05127,0,37,Month-to-month,Fiber optic,No,Yes,Mailed check,79.26,2932.62,1
C05128,0,24,Two year,DSL,No,No,Bank transfer,38.84,932.16,0
C05129,0,71,Two year,No,No,Yes,Bank transfer,20.58,1461.18,0
C05130,0,40,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,89.54,3581.6,0
C05131,0,49,Month-to-month,DSL,Yes,Yes,Credit card,49.44,2422.56,0
C05132,0,6,Month-to-month,DSL,Yes,Yes,Electronic check,41.18,247.08,0
C05133,1,11,Month-to-month,No,Yes,No,Credit card,27.7,304.7,0
C05134,0,3,Two year,No,No,No,Electronic check,18.67,56.01,0
C05135,0,37,Month-to-month,Fiber optic,No,Yes,Credit card,100.25,3709.25,0
C05136,0,61,Month-to-month,Fiber optic,No,Yes,Mailed check,70.85,4321.85,1
C05137,0,65,Month-to-month,Fiber optic,No,Yes,Electronic check,79.31,5155.15,0
C05138,0,41,Month-to-month,No,No,Yes,Electronic check,22.43,919.63,0
C05139,0,3,Two year,Fiber optic,Yes,No,Credit card,75.5,226.5,0
C05140,0,45,One year,Fiber optic,No,Yes,Bank transfer,63.13,2840.85,0
C05141,1,46,One year,Fiber optic,Yes,Yes,Mailed check,76.46,3517.16,0
C05142,0,43,Month-to-month,No,No,Yes,Credit card,22.28,958.04,0
C05143,0,52,Two year,DSL,No,Yes,Credit card,50.07,2603.64,0
C05144,0,40,Month-to-month,Fiber optic,No,No,Electronic check,92.57,3702.8,0
C05145,1,51,Two year,DSL,Yes,No,Bank transfer,51.61,2632.11,0
C05146,0,35,Two year,Fiber optic,Yes,No,Bank transfer,98.54,3448.9,0
C05147,0,10,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,77.37,773.7,0
C05148,0,5,Two year,DSL,Yes,Yes,Bank transfer,54.04,270.2,0
C05149,0,66,Month-to-month,Fiber optic,No,No,Mailed check,89.75,5923.5,0
C05150,1,32,One year,DSL,Yes,Yes,Electronic check,57.26,1832.32,0
C05151,0,23,Month-to-month,No,No,Yes,Electronic check,16.52,379.96,1
C05152,0,21,Month-to-month,No,No,No,Mailed check,19.64,412.44,1
C05153,0,3,Month-to-month,Fiber optic,No,No,Bank transfer,72.24,216.72,0
C05154,0,68,Month-to-month,Fiber optic,Yes,Yes,Credit card,95.06,6464.08,0
C05155,0,6,Month-to-month,DSL,Yes,No,Electronic check,35.8,214.8,0
C05156,0,15,Month-to-month,No,No,No,Mailed check,24.46,366.9,1
C05157,1,33,One year,Fiber optic,No,No,Bank transfer,81.6,2692.8,0
C05158,0,26,Month-to-month,DSL,No,No,Mailed check,71.19,1850.94,1
C05159,0,2,Month-to-month,No,Yes,No,Electronic check,26.65,53.3,0
C05160,0,24,Two year,DSL,Yes,Yes,Bank transfer,63.57,1525.68,0
C05161,0,56,Two year,Fiber optic,Yes,Yes,Electronic check,117.16,6560.96,0
C05162,1,18,Month-to-month,DSL,No,No,Bank transfer,61.28,1103.04,0
C05163,0,63,Month-to-month,Fiber optic,No,No,Mailed check,75.19,4736.97,1
C05164,0,26,One year,DSL,Yes,No,Bank transfer,54.54,1418.04,0
C05165,0,0,One year,DSL,No,Yes,Electronic check,42.21,42.21,0
C05166,0,7,Month-to-month,Fiber optic,Yes,No,Bank transfer,54.38,380.66,0
C05167,0,59,One year,No,No,Yes,Electronic check,18.69,1102.71,0
C05168,0,29,Month-to-month,DSL,No,No,Mailed check,66.18,1919.22,0
C05169,0,71,Month-to-month,Fiber optic,No,Yes,Credit card,88.6,6290.6,0
C05170,0,57,One year,Fiber optic,Yes,Yes,Mailed check,114.13,6505.41,0
C05171,0,2,One year,No,No,Yes,Mailed check,16.66,33.32,0
C05172,0,22,Two year,DSL,No,No,Mailed check,41.49,912.78,0
C05173,0,52,Month-to-month,Fiber optic,Yes,No,Mailed check,71.29,3707.08,1
C05174,0,4,Month-to-month,No,Yes,Yes,Bank transfer,15.34,61.36,0
C05175,0,72,Month-to-month,DSL,No,No,Mailed check,43.69,3145.68,0
C05176,0,12,Month-to-month,Fiber optic,No,No,Bank transfer,109.37,1312.44,0
C05177,0,58,Month-to-month,No,No,Yes,Credit card,15.23,883.34,0
C05178,0,61,Month-to-month,DSL,Yes,Yes,Credit card,42.81,2611.41,0
C05179,0,36,Month-to-month,Fiber optic,Yes,No,Electronic check,81.74,2942.64,0
C05180,1,58,One year,DSL,No,Yes,Bank transfer,43.59,2528.22,0
C05181,0,64,Month-to-month,No,Yes,Yes,Credit card,24.26,1552.64,0
C05182,0,53,Month-to-month,No,Yes,Yes,Bank transfer,25.1,1330.3,0
C05183,0,51,One year,Fiber optic,Yes,Yes,Bank transfer,80.76,4118.76,0
C05184,0,28,Month-to-month,Fiber optic,No,Yes,Mailed check,63.28,1771.84,1
C05185,0,21,Two year,Fiber optic,Yes,Yes,Electronic check,93.9,1971.9,1
C05186,1,63,Month-to-month,DSL,No,Yes,Bank transfer,60.84,3832.92,0
C05187,0,16,Month-to-month,DSL,No,Yes,Credit card,42.19,675.04,0
C05188,0,30,Two year,DSL,Yes,Yes,Mailed check,63.5,1905.0,0
C05189,1,37,One year,DSL,Yes,Yes,Bank transfer,41.48,1534.76,0
C05190,0,28,One year,Fiber optic,Yes,Yes,Bank transfer,67.05,1877.4,0
C05191,0,27,One year,DSL,Yes,No,Credit card,54.45,1470.15,0
C05192,0,43,Month-to-month,DSL,No,No,Mailed check,53.23,2288.89,1
C05193,0,24,One year,Fiber optic,No,Yes,Mailed check,74.99,1799.76,1
C05194,1,72,Two year,DSL,No,Yes,Bank transfer,43.39,3124.08,0
C05195,0,12,Two year,DSL,No,Yes,Bank transfer,54.73,656.76,0
C05196,0,28,Month-to-month,DSL,Yes,Yes,Bank transfer,47.67,1334.76,0
C05197,0,61,Month-to-month,DSL,No,Yes,Bank transfer,68.52,4179.72,0
C05198,1,34,One year,Fiber optic,No,No,Credit card,74.99,2549.66,1
C05199,0,51,Month-to-month,Fiber optic,No,No,Mailed check,83.41,4253.91,0
C05200,0,47,Month-to-month,No,No,Yes,Mailed check,16.25,763.75,0
C05201,1,24,Month-to-month,Fiber optic,Yes,Yes,Credit card,66.92,1606.08,0
C05202,0,54,Month-to-month,Fiber optic,No,No,Electronic check,96.46,5208.84,1
C05203,0,17,Month-to-month,No,Yes,Yes,Credit card,15.0,255.0,0
C05204,0,54,Month-to-month,Fiber optic,No,No,Electronic check,100.97,5452.38,1
C05205,0,9,Month-to-month,Fiber optic,Yes,No,Bank transfer,89.98,809.82,0
C05206,0,50,Month-to-month,Fiber optic,Yes,No,Credit card,75.38,3769.0,0
C05207,1,8,Two year,DSL,No,No,Credit card,47.86,382.88,0
C05208,0,63,Month-to-month,DSL,Yes,Yes,Bank transfer,49.3,3105.9,0
C05209,0,45,Month-to-month,DSL,No,No,Electronic check,64.48,2901.6,0
C05210,0,2,Month-to-month,No,No,Yes,Mailed check,24.17,48.34,0
C05211,0,7,Month-to-month,DSL,No,No,Bank transfer,56.3,394.1,0
C05212,0,13,Two year,Fiber optic,Yes,Yes,Bank transfer,67.93,883.09,0
C05213,1,70,Two year,No,Yes,No,Mailed check,23.38,1636.6,0
C05214,1,43,Month-to-month,Fiber optic,No,Yes,Bank transfer,90.65,3897.95,0
C05215,0,20,Month-to-month,DSL,No,Yes,Credit card,45.6,912.0,1
C05216,0,20,Month-to-month,Fiber optic,No,Yes,Electronic check,86.3,1726.0,1
C05217,0,1,Month-to-month,Fiber optic,No,Yes,Bank transfer,75.74,75.74,1
C05218,0,14,Month-to-month,No,No,Yes,Bank transfer,20.13,281.82,0
C05219,0,62,Month-to-month,Fiber optic,Yes,Yes,Credit card,95.05,5893.1,1
C05220,0,43,Month-to-month,Fiber optic,No,No,Mailed check,90.98,3912.14,1
C05221,0,26,One year,Fiber optic,Yes,No,Electronic check,86.09,2238.34,1
C05222,0,1,Month-to-month,Fiber optic,No,Yes,Mailed check,89.33,89.33,0
C05223,0,25,Month-to-month,Fiber optic,No,No,Mailed check,67.36,1684.0,1
C05224,0,27,Month-to-month,DSL,No,Yes,Credit card,64.2,1733.4,0
C05225,1,8,Month-to-month,DSL,Yes,No,Credit card,37.33,298.64,1
C05226,1,44,Month-to-month,DSL,Yes,Yes,Mailed check,65.42,2878.48,0
C05227,0,48,Month-to-month,Fiber optic,No,Yes,Mailed check,95.25,4572.0,0
C05228,1,72,Month-to-month,No,No,No,Electronic check,15.61,1123.92,0
C05229,0,26,Month-to-month,Fiber optic,Yes,No,Electronic check,110.7,2878.2,1
C05230,1,20,Two year,Fiber optic,No,Yes,Bank transfer,80.05,1601.0,0
C05231,1,60,Two year,No,No,Yes,Bank transfer,15.0,900.0,0
C05232,0,25,Month-to-month,DSL,Yes,No,Credit card,57.33,1433.25,0
C05233,0,46,Month-to-month,DSL,Yes,Yes,Electronic check,59.23,2724.58,0
C05234,0,53,One year,No,No,Yes,Electronic check,34.32,1818.96,0
C05235,1,64,One year,No,Yes,Yes,Bank transfer,22.29,1426.56,0
C05236,0,23,Month-to-month,Fiber optic,No,Yes,Electronic check,64.07,1473.61,1
C05237,0,45,Month-to-month,DSL,No,No,Credit card,36.6,1647.0,0
C05238,0,9,Month-to-month,No,No,No,Mailed check,27.35,246.15,1
C05239,0,56,One year,Fiber optic,No,Yes,Bank transfer,78.82,4413.92,0
C05240,0,3,Month-to-month,Fiber optic,No,No,Credit card,98.28,294.84,1
C05241,0,50,Month-to-month,DSL,No,Yes,Bank transfer,79.78,3989.0,0
C05242,0,15,Month-to-month,Fiber optic,No,Yes,Electronic check,73.02,1095.3,1
C05243,0,33,Month-to-month,No,No,Yes,Electronic check,22.97,758.01,0
C05244,1,5,Month-to-month,No,Yes,Yes,Mailed check,22.81,114.05,0
C05245,1,50,One year,Fiber optic,No,No,Electronic check,63.84,3192.0,0
C05246,0,35,Month-to-month,Fiber optic,Yes,No,Bank transfer,88.78,3107.3,1
C05247,1,48,Month-to-month,Fiber optic,Yes,Yes,Electronic check,74.27,3564.96,0
C05248,0,25,Month-to-month,Fiber optic,No,No,Electronic check,73.88,1847.0,1
C05249,1,0,Two year,Fiber optic,Yes,Yes,Credit card,113.04,113.04,1
C05250,0,42,Month-to-month,DSL,Yes,Yes,Electronic check,72.27,3035.34,0
C05251,0,51,Month-to-month,DSL,No,Yes,Electronic check,64.12,3270.12,0
C05252,0,48,Month-to-month,Fiber optic,No,Yes,Mailed check,86.27,4140.96,1
C05253,0,19,Two year,DSL,No,No,Credit card,54.48,1035.12,0
C05254,0,52,One year,DSL,No,No,Electronic check,66.42,3453.84,0
C05255,0,39,Two year,No,No,No,Mailed check,23.65,922.35,0
C05256,0,15,One year,Fiber optic,No,No,Credit card,94.85,1422.75,1
C05257,1,8,Month-to-month,DSL,Yes,No,Credit card,81.16,649.28,0
C05258,1,23,Month-to-month,DSL,Yes,Yes,Mailed check,41.97,965.31,1
C05259,0,1,Month-to-month,Fiber optic,Yes,No,Electronic check,60.92,60.92,0
C05260,0,52,One year,Fiber optic,No,Yes,Electronic check,81.31,4228.12,0
C05261,0,1,One year,Fiber optic,Yes,Yes,Credit card,61.02,61.02,0
C05262,0,3,Month-to-month,Fiber optic,No,No,Mailed check,69.16,207.48,1
C05263,0,11,Two year,DSL,No,Yes,Credit card,46.96,516.56,1
C05264,0,23,Month-to-month,Fiber optic,No,Yes,Mailed check,100.67,2315.41,0
C05265,0,1,Month-to-month,DSL,No,Yes,Mailed check,61.49,61.49,0
C05266,0,45,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,63.27,2847.15,1
C05267,0,9,Two year,DSL,Yes,No,Credit card,45.52,409.68,0
C05268,1,58,Two year,DSL,No,No,Bank transfer,68.0,3944.0,0
C05269,0,40,Month-to-month,DSL,No,Yes,Electronic check,75.46,3018.4,1
C05270,0,6,Two year,No,Yes,No,Mailed check,25.27,151.62,0
C05271,0,29,Two year,DSL,No,Yes,Electronic check,35.24,1021.96,1
C05272,0,10,Two year,DSL,Yes,No,Bank transfer,69.27,692.7,0
C05273,0,71,Two year,DSL,Yes,No,Credit card,77.24,5484.04,0
C05274,0,43,Month-to-month,Fiber optic,Yes,No,Mailed check,77.88,3348.84,0
C05275,0,59,One year,Fiber optic,No,Yes,Mailed check,85.47,5042.73,0
C05276,0,27,One year,No,No,Yes,Credit card,18.66,503.82,0
C05277,0,10,One year,Fiber optic,No,No,Electronic check,101.58,1015.8,1
C05278,1,17,Month-to-month,Fiber optic,No,No,Electronic check,70.71,1202.07,1
C05279,0,30,One year,Fiber optic,No,Yes,Mailed check,102.52,3075.6,0
C05280,0,56,Two year,DSL,Yes,No,Credit card,68.89,3857.84,0
C05281,0,31,Month-to-month,No,No,Yes,Credit card,21.96,680.76,0
C05282,0,67,Two year,No,Yes,No,Credit card,24.4,1634.8,0
C05283,0,26,Month-to-month,DSL,No,No,Credit card,47.22,1227.72,0
C05284,1,17,Month-to-month,Fiber optic,No,Yes,Electronic check,109.38,1859.46,1
C05285,0,36,Month-to-month,DSL,No,Yes,Electronic check,73.87,2659.32,0
C05286,0,8,One year,Fiber optic,No,No,Credit card,91.32,730.56,0
C05287,1,48,One year,Fiber optic,No,No,Mailed check,69.27,3324.96,0
C05288,0,7,Month-to-month,No,Yes,Yes,Electronic check,26.93,188.51,0
C05289,0,46,One year,DSL,No,No,Bank transfer,38.57,1774.22,0
C05290,0,27,Month-to-month,Fiber optic,Yes,No,Credit card,92.09,2486.43,1
C05291,0,26,Month-to-month,Fiber optic,No,Yes,Credit card,98.35,2557.1,0
C05292,0,44,Two year,DSL,No,Yes,Mailed check,27.0,1188.0,0
C05293,1,51,One year,Fiber optic,Yes,No,Electronic check,80.77,4119.27,0
C05294,0,67,One year,Fiber optic,Yes,Yes,Credit card,96.5,6465.5,0
C05295,0,21,One year,Fiber optic,No,No,Electronic check,88.89,1866.69,1
C05296,0,59,Two year,No,No,Yes,Electronic check,18.6,1097.4,0
C05297,0,60,Month-to-month,DSL,No,Yes,Bank transfer,73.81,4428.6,0
C05298,0,72,Month-to-month,DSL,No,No,Electronic check,54.41,3917.52,0
C05299,0,70,Month-to-month,DSL,No,No,Electronic check,78.14,5469.8,0
C05300,1,57,One year,DSL,No,Yes,Credit card,47.08,2683.56,0
C05301,0,21,One year,Fiber optic,No,Yes,Bank transfer,102.69,2156.49,0
C05302,0,50,One year,No,No,No,Credit card,22.53,1126.5,0
C05303,0,57,Month-to-month,Fiber optic,No,No,Bank transfer,88.95,5070.15,0
C05304,0,21,Month-to-month,Fiber optic,Yes,Yes,Credit card,98.26,2063.46,0
C05305,1,59,One year,Fiber optic,No,Yes,Bank transfer,95.03,5606.77,0
C05306,0,51,Two year,DSL,Yes,No,Bank transfer,26.87,1370.37,0
C05307,0,35,Month-to-month,No,No,No,Bank transfer,17.3,605.5,0
C05308,0,62,Month-to-month,Fiber optic,No,No,Electronic check,114.75,7114.5,1
C05309,0,6,Month-to-month,Fiber optic,No,No,Credit card,73.99,443.94,1
C05310,0,49,Month-to-month,No,Yes,No,Mailed check,15.95,781.55,0
C05311,0,57,Month-to-month,Fiber optic,Yes,No,Bank transfer,83.74,4773.18,0
C05312,1,2,Month-to-month,DSL,No,Yes,Mailed check,58.57,117.14,0
C05313,0,29,One year,Fiber optic,Yes,Yes,Credit card,103.5,3001.5,0
C05314,0,37,Month-to-month,Fiber optic,Yes,No,Credit card,80.33,2972.21,0
C05315,1,15,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,94.03,1410.45,1
C05316,0,64,Month-to-month,No,No,Yes,Electronic check,21.76,1392.64,0
C05317,0,45,Two year,Fiber optic,No,Yes,Mailed check,75.38,3392.1,0
C05318,1,20,Month-to-month,Fiber optic,Yes,No,Mailed check,103.87,2077.4,0
C05319,0,31,Month-to-month,No,No,No,Bank transfer,19.25,596.75,0
C05320,0,8,Month-to-month,Fiber optic,No,Yes,Electronic check,78.48,627.84,1
C05321,0,6,One year,Fiber optic,No,No,Mailed check,101.55,609.3,0
C05322,1,54,Two year,DSL,No,No,Credit card,54.86,2962.44,0
C05323,1,71,Month-to-month,Fiber optic,Yes,No,Electronic check,84.57,6004.47,1
C05324,1,20,Month-to-month,Fiber optic,No,No,Mailed check,78.56,1571.2,1
C05325,0,17,Month-to-month,DSL,Yes,No,Mailed check,50.09,851.53,0
C05326,0,49,One year,Fiber optic,Yes,Yes,Credit card,77.8,3812.2,0
C05327,0,37,Two year,DSL,No,No,Credit card,55.1,2038.7,0
C05328,1,10,Month-to-month,DSL,No,No,Credit card,59.14,591.4,0
C05329,1,48,Month-to-month,Fiber optic,No,No,Bank transfer,79.37,3809.76,0
C05330,0,15,One year,DSL,No,No,Mailed check,29.68,445.2,0
C05331,0,8,One year,Fiber optic,No,No,Bank transfer,73.82,590.56,0
C05332,1,33,Month-to-month,Fiber optic,Yes,No,Electronic check,63.86,2107.38,0
C05333,1,53,Month-to-month,DSL,No,Yes,Bank transfer,44.77,2372.81,0
C05334,1,38,Month-to-month,DSL,No,Yes,Mailed check,35.33,1342.54,0
C05335,0,47,One year,Fiber optic,No,Yes,Mailed check,107.38,5046.86,0
C05336,0,17,One year,DSL,No,Yes,Bank transfer,66.1,1123.7,0
C05337,0,36,One year,Fiber optic,No,Yes,Mailed check,63.6,2289.6,0
C05338,0,52,Two year,Fiber optic,No,No,Mailed check,70.77,3680.04,0
C05339,1,38,Month-to-month,Fiber optic,No,No,Electronic check,60.49,2298.62,1
C05340,0,17,Month-to-month,Fiber optic,No,No,Mailed check,90.74,1542.58,1
C05341,0,69,Month-to-month,No,No,No,Electronic check,22.54,1555.26,0
C05342,1,4,Two year,DSL,Yes,Yes,Credit card,62.03,248.12,0
C05343,0,66,One year,No,Yes,No,Credit card,15.0,990.0,0
C05344,0,52,Month-to-month,No,No,No,Bank transfer,15.0,780.0,0
C05345,0,8,Month-to-month,Fiber optic,No,No,Mailed check,92.64,741.12,1
C05346,0,18,One year,DSL,Yes,Yes,Credit card,46.01,828.18,0
C05347,0,26,One year,DSL,No,No,Bank transfer,68.05,1769.3,0
C05348,0,69,One year,No,No,Yes,Mailed check,18.19,1255.11,0
C05349,0,37,Month-to-month,DSL,No,Yes,Mailed check,55.03,2036.11,1
C05350,0,18,Two year,No,Yes,Yes,Electronic check,26.12,470.16,0
C05351,1,67,One year,Fiber optic,No,No,Electronic check,87.44,5858.48,0
C05352,0,8,One year,Fiber optic,No,No,Mailed check,73.33,586.64,0
C05353,0,59,One year,Fiber optic,No,No,Electronic check,78.64,4639.76,0
C05354,0,60,Two year,DSL,Yes,Yes,Credit card,59.3,3558.0,0
C05355,0,28,Two year,Fiber optic,Yes,Yes,Credit card,89.4,2503.2,0
C05356,0,3,One year,No,Yes,No,Mailed check,15.69,47.07,0
C05357,0,64,Month-to-month,DSL,No,No,Mailed check,94.67,6058.88,0
C05358,0,70,Month-to-month,No,No,No,Credit card,15.0,1050.0,0
C05359,0,27,Two year,No,Yes,No,Mailed check,26.33,710.91,0
C05360,0,13,One year,DSL,No,Yes,Credit card,55.03,715.39,0
C05361,1,19,Month-to-month,Fiber optic,Yes,Yes,Electronic check,71.24,1353.56,0
C05362,0,9,Month-to-month,DSL,Yes,Yes,Bank transfer,45.49,409.41,0
C05363,1,44,Two year,Fiber optic,No,Yes,Electronic check,80.72,3551.68,1
C05364,0,37,Two year,No,No,Yes,Bank transfer,15.0,555.0,0
C05365,0,25,Two year,No,Yes,Yes,Bank transfer,22.61,565.25,0
C05366,0,47,Month-to-month,No,Yes,No,Mailed check,22.84,1073.48,0
C05367,0,45,One year,DSL,Yes,No,Credit card,72.34,3255.3,0
C05368,0,0,Two year,Fiber optic,No,Yes,Bank transfer,86.1,86.1,0
C05369,0,29,Month-to-month,DSL,No,No,Mailed check,30.91,896.39,0
C05370,0,63,Month-to-month,No,No,Yes,Bank transfer,18.11,1140.93,0
C05371,1,58,Two year,DSL,No,No,Mailed check,31.22,1810.76,0
C05372,0,62,Month-to-month,DSL,No,Yes,Bank transfer,54.67,3389.54,0
C05373,0,69,One year,DSL,Yes,Yes,Bank transfer,40.51,2795.19,0
C05374,0,4,One year,DSL,No,No,Credit card,65.69,262.76,1
C05375,0,19,One year,DSL,No,Yes,Electronic check,61.66,1171.54,0
C05376,0,33,Month-to-month,DSL,No,No,Electronic check,66.75,2202.75,0
C05377,0,37,One year,No,No,No,Mailed check,26.33,974.21,1
C05378,0,57,Month-to-month,Fiber optic,No,Yes,Electronic check,84.16,4797.12,0
C05379,0,52,Two year,DSL,No,No,Mailed check,37.01,1924.52,0
C05380,1,51,Month-to-month,No,No,Yes,Mailed check,33.72,1719.72,0
C05381,1,11,One year,Fiber optic,No,Yes,Bank transfer,115.51,1270.61,1
C05382,1,49,One year,Fiber optic,No,No,Bank transfer,84.51,4140.99,0
C05383,0,58,Month-to-month,DSL,Yes,No,Credit card,56.25,3262.5,0
C05384,0,54,Month-to-month,Fiber optic,No,Yes,Electronic check,86.92,4693.68,0
C05385,0,42,One year,Fiber optic,Yes,Yes,Mailed check,59.11,2482.62,0
C05386,0,6,Month-to-month,DSL,No,Yes,Credit card,63.64,381.84,1
C05387,1,10,Month-to-month,Fiber optic,No,No,Mailed check,77.14,771.4,1
